datetime,open,high,low,close,volume,timestamp
2026-04-05 01:00:00,67225.0,67230.0,67080.0,67085.0,369.56535,1775350800
2026-04-05 02:00:00,67085.0,67174.92,66955.72,67170.16,252.42427,1775354400
2026-04-05 03:00:00,67170.17,67188.09,67089.33,67145.98,163.69484,1775358000
2026-04-05 04:00:00,67145.98,67188.51,67073.56,67101.65,92.89503,1775361600
2026-04-05 05:00:00,67101.65,67154.98,66888.0,66931.65,466.39184,1775365200
2026-04-05 06:00:00,66931.65,66940.0,66611.66,66802.24,728.34135,1775368800
2026-04-05 07:00:00,66802.24,66914.48,66715.43,66820.64,615.79892,1775372400
2026-04-05 08:00:00,66820.64,66940.0,66819.42,66933.18,227.07394,1775376000
2026-04-05 09:00:00,66933.18,67048.64,66902.15,67035.15,293.93169,1775379600
2026-04-05 10:00:00,67035.15,67150.0,66968.35,67046.01,288.35183,1775383200
2026-04-05 11:00:00,67046.01,67087.22,66973.67,66999.0,253.07128,1775386800
2026-04-05 12:00:00,66998.99,66999.0,66680.57,66783.58,607.98096,1775390400
2026-04-05 13:00:00,66783.59,66918.03,66693.91,66890.7,361.31735,1775394000
2026-04-05 14:00:00,66890.7,66963.95,66820.54,66918.03,296.0396,1775397600
2026-04-05 15:00:00,66918.03,67856.16,66829.02,67306.64,1471.0776,1775401200
2026-04-05 16:00:00,67306.65,67410.0,67173.4,67212.62,356.80623,1775404800
2026-04-05 17:00:00,67212.61,67402.0,67187.95,67373.64,168.11139,1775408400
2026-04-05 18:00:00,67373.64,67451.78,67281.38,67413.78,210.99631,1775412000
2026-04-05 19:00:00,67413.78,67560.45,67276.67,67361.01,229.64378,1775415600
2026-04-05 20:00:00,67361.01,67705.74,67332.66,67658.35,338.30366,1775419200
2026-04-05 21:00:00,67658.35,67682.42,67408.07,67553.43,435.91664,1775422800
2026-04-05 22:00:00,67553.44,68374.75,67347.05,68338.43,1201.92322,1775426400
2026-04-05 23:00:00,68338.43,69136.2,68266.13,69034.18,1872.62368,1775430000
2026-04-06 00:00:00,69034.18,69588.0,69034.18,69083.78,1917.91608,1775433600
2026-04-06 01:00:00,69083.79,69139.63,68787.13,68810.18,991.41564,1775437200
2026-04-06 02:00:00,68810.17,69408.39,68776.61,69207.99,951.83494,1775440800
2026-04-06 03:00:00,69207.99,69259.06,69056.86,69123.69,641.74895,1775444400
2026-04-06 04:00:00,69123.69,69217.68,68980.36,69141.8,640.03746,1775448000
2026-04-06 05:00:00,69141.81,69247.0,69086.0,69199.31,664.48642,1775451600
2026-04-06 06:00:00,69199.31,69354.26,68806.53,68976.67,805.10068,1775455200
2026-04-06 07:00:00,68976.67,69215.37,68821.07,69115.91,705.20265,1775458800
2026-04-06 08:00:00,69115.91,69347.85,69081.88,69224.63,514.80546,1775462400
2026-04-06 09:00:00,69224.63,70283.32,69214.46,69728.0,2395.68342,1775466000
2026-04-06 10:00:00,69728.01,69950.0,69708.13,69770.88,634.91449,1775469600
2026-04-06 11:00:00,69770.88,69770.96,69565.01,69614.91,453.63795,1775473200
2026-04-06 12:00:00,69614.91,69635.87,69329.23,69366.75,601.7024,1775476800
2026-04-06 13:00:00,69366.76,69550.0,69235.09,69428.23,656.60844,1775480400
2026-04-06 14:00:00,69428.23,69809.99,69163.86,69654.38,1336.92282,1775484000
2026-04-06 15:00:00,69654.39,69973.25,69526.87,69968.87,814.13173,1775487600
2026-04-06 16:00:00,69968.87,70351.46,69782.11,69799.14,1291.21899,1775491200
2026-04-06 17:00:00,69799.14,69820.0,69282.02,69574.61,914.30002,1775494800
2026-04-06 18:00:00,69574.62,69967.78,69479.49,69888.97,537.79955,1775498400
2026-04-06 19:00:00,69888.97,69899.99,69583.33,69739.53,431.93913,1775502000
2026-04-06 20:00:00,69739.52,69974.08,69625.0,69826.01,372.95882,1775505600
2026-04-06 21:00:00,69826.0,69826.0,69423.09,69504.99,366.00988,1775509200
2026-04-06 22:00:00,69504.99,69581.92,68811.0,68811.0,578.82627,1775512800
2026-04-06 23:00:00,68811.01,68912.97,68300.0,68853.66,1062.40825,1775516400
2026-04-07 00:00:00,68853.66,69128.2,68723.81,68775.7,908.20417,1775520000
2026-04-07 01:00:00,68775.71,68900.63,68352.52,68400.01,682.14287,1775523600
2026-04-07 02:00:00,68400.01,68713.92,68273.34,68674.0,382.32486,1775527200
2026-04-07 03:00:00,68674.01,68800.94,68625.59,68779.21,449.64401,1775530800
2026-04-07 04:00:00,68779.2,68981.83,68540.84,68854.65,480.37449,1775534400
2026-04-07 05:00:00,68854.65,68866.0,68613.2,68669.0,546.70209,1775538000
2026-04-07 06:00:00,68669.0,68669.01,68443.0,68568.35,488.73987,1775541600
2026-04-07 07:00:00,68568.35,68703.72,68500.0,68624.61,307.81904,1775545200
2026-04-07 08:00:00,68624.6,68984.48,68603.6,68936.71,338.93457,1775548800
2026-04-07 09:00:00,68936.71,69247.9,68930.04,69150.05,436.92801,1775552400
2026-04-07 10:00:00,69150.06,69199.87,68200.0,68237.93,899.01254,1775556000
2026-04-07 11:00:00,68237.93,68455.96,68071.96,68345.75,598.71022,1775559600
2026-04-07 12:00:00,68345.75,68599.13,68080.0,68392.18,738.67705,1775563200
2026-04-07 13:00:00,68392.19,68633.87,68198.12,68231.99,822.0611,1775566800
2026-04-07 14:00:00,68231.99,68258.26,67763.64,67860.48,1396.10082,1775570400
2026-04-07 15:00:00,67860.49,68268.6,67732.01,68168.1,1084.45539,1775574000
2026-04-07 16:00:00,68168.11,68454.23,68085.01,68229.99,654.26405,1775577600
2026-04-07 17:00:00,68230.0,69000.0,68198.22,68705.81,1147.70463,1775581200
2026-04-07 18:00:00,68705.82,68773.24,68358.1,68442.53,630.41269,1775584800
2026-04-07 19:00:00,68442.52,69098.44,68358.1,69011.29,1385.03929,1775588400
2026-04-07 20:00:00,69011.29,69535.26,69011.29,69319.39,1097.55478,1775592000
2026-04-07 21:00:00,69319.39,70216.68,69311.84,69927.64,1742.03489,1775595600
2026-04-07 22:00:00,69927.65,71528.0,69927.65,71514.09,2841.66596,1775599200
2026-04-07 23:00:00,71514.1,72761.0,71194.9,71924.22,3690.98922,1775602800
2026-04-08 00:00:00,71924.22,72110.65,71541.51,71710.19,1153.45069,1775606400
2026-04-08 01:00:00,71710.19,71758.6,71452.68,71476.97,621.6206,1775610000
2026-04-08 02:00:00,71476.98,71727.01,71240.99,71364.94,1153.76247,1775613600
2026-04-08 03:00:00,71364.95,71479.97,71277.18,71287.39,441.23135,1775617200
2026-04-08 04:00:00,71287.39,71676.77,71287.38,71566.18,721.11279,1775620800
2026-04-08 05:00:00,71566.66,71831.6,71560.0,71731.1,821.79755,1775624400
2026-04-08 06:00:00,71731.1,71941.42,71581.14,71732.69,811.19618,1775628000
2026-04-08 07:00:00,71732.7,71902.0,71573.04,71627.59,943.84918,1775631600
2026-04-08 08:00:00,71627.59,71831.08,71627.59,71800.0,501.15204,1775635200
2026-04-08 09:00:00,71799.99,71955.0,71588.75,71678.87,419.9995,1775638800
2026-04-08 10:00:00,71678.87,71790.0,71457.61,71476.98,514.219,1775642400
2026-04-08 11:00:00,71476.97,71739.67,71407.77,71675.12,779.27898,1775646000
2026-04-08 12:00:00,71675.12,72181.81,71581.76,72071.95,1226.00544,1775649600
2026-04-08 13:00:00,72071.95,72857.0,71510.0,71600.01,2821.31683,1775653200
2026-04-08 14:00:00,71600.0,71751.42,70707.23,70912.88,1895.54834,1775656800
2026-04-08 15:00:00,70912.89,71349.05,70833.3,71310.0,873.16856,1775660400
2026-04-08 16:00:00,71309.99,71699.0,71250.93,71602.1,757.94566,1775664000
2026-04-08 17:00:00,71602.11,71963.94,71490.55,71888.19,682.09647,1775667600
2026-04-08 18:00:00,71888.19,71888.2,71085.22,71099.63,703.75724,1775671200
2026-04-08 19:00:00,71099.63,71372.22,71019.0,71318.48,473.49397,1775674800
2026-04-08 20:00:00,71318.47,71481.7,71267.91,71372.93,226.24698,1775678400
2026-04-08 21:00:00,71372.94,71748.0,71330.86,71551.39,367.89907,1775682000
2026-04-08 22:00:00,71551.4,71571.6,71064.84,71064.84,374.67564,1775685600
2026-04-08 23:00:00,71064.84,71204.0,70901.89,71069.93,517.86174,1775689200
2026-04-09 00:00:00,71069.93,71133.71,70650.0,70815.5,677.85142,1775692800
2026-04-09 01:00:00,70815.5,70956.7,70466.0,70928.89,495.03665,1775696400
2026-04-09 02:00:00,70928.9,71198.8,70816.36,71060.64,664.15391,1775700000
2026-04-09 03:00:00,71060.64,71124.05,70845.27,70992.39,808.25356,1775703600
2026-04-09 04:00:00,70992.37,71006.13,70734.77,70782.0,304.15042,1775707200
2026-04-09 05:00:00,70781.99,71087.12,70689.38,70984.0,495.401,1775710800
2026-04-09 06:00:00,70983.99,71082.71,70809.94,71031.84,538.94746,1775714400
2026-04-09 07:00:00,71031.83,71116.0,70955.4,70982.01,922.88611,1775718000
2026-04-09 08:00:00,70982.01,71380.0,70865.42,71249.51,562.42694,1775721600
2026-04-09 09:00:00,71249.51,71575.0,71109.99,71534.68,512.0201,1775725200
2026-04-09 10:00:00,71534.69,71534.69,71276.44,71276.45,304.66693,1775728800
