close_50_sma,close_200_sma,close_10_ema,macd,macds,macdh,rsi,boll,boll_ub,boll_lb,atr,vwma,datetime,timestamp
,,80.51,0.0,0.0,0.0,100.0,,,,0.30000000000001137,,2026-04-05 01:00:00,1775350800
,,80.52454545454546,0.006381766381764464,0.0012763532763528929,0.0051054131054115715,100.0,,,,0.29785714285715315,,2026-04-05 02:00:00,1775354400
,,80.529173553719,0.008118115924375502,0.0026447058059574148,0.005473410118418088,64.99999999999596,,,,0.29158163265307135,,2026-04-05 03:00:00,1775358000
,,80.49296018031555,-0.008163867948766779,0.0004829910550125762,-0.008646859003779355,21.151439299123254,,,,0.29146865889213713,,2026-04-05 04:00:00,1775361600
,,80.45969469298545,-0.022422814083583376,-0.0040981699727066145,-0.01832464411087676,19.84105481802547,,,,0.29136375468555636,,2026-04-05 05:00:00,1775365200
,,80.3015683851699,-0.09077471986918795,-0.02143347995200288,-0.06934123991718506,5.832429705958518,,,,0.3398377722080166,,2026-04-05 06:00:00,1775368800
,,80.17401049695718,-0.14249459226680017,-0.04564570241496234,-0.09684888985183783,6.8164906718023275,,,,0.3419922170503004,,2026-04-05 07:00:00,1775372400
,,80.07328131569224,-0.17979654822198654,-0.07247587157636717,-0.10732067664561937,8.867689226612214,,,,0.3297070586895638,,2026-04-05 08:00:00,1775376000
,,80.03086653102092,-0.18942290632682557,-0.09586527852645886,-0.09355762780036671,27.71654223520386,,,,0.32472798306888,,2026-04-05 09:00:00,1775379600
,,79.99616352538075,-0.19480625918585304,-0.11565347465833771,-0.07915278452751533,27.71654223520386,,,,0.334390269992531,,2026-04-05 10:00:00,1775383200
,,79.9786792480388,-0.19201764664879306,-0.13092630905642877,-0.06109133759236429,32.154963900590275,,,,0.32264810785020753,,2026-04-05 11:00:00,1775386800
,,79.8007375665772,-0.259439472761926,-0.15662894179752823,-0.1028105309643978,16.142903253343675,,,,0.3817446715751931,,2026-04-05 12:00:00,1775390400
,,79.69333073629043,-0.29255412885898124,-0.18381397920981885,-0.1087401496491624,25.468956113563564,,,,0.40662005217696534,,2026-04-05 13:00:00,1775394000
,,79.61999787514672,-0.30878294342095103,-0.2088077720520453,-0.09997517136890574,28.721133392735908,,,,0.4025757627357542,,2026-04-05 14:00:00,1775397600
,,79.61636189784731,-0.29324958795332634,-0.2256961352323015,-0.06755345272102484,39.7011378101299,,,,0.4688203511117716,,2026-04-05 15:00:00,1775401200
,,79.58793246187507,-0.2889057956302139,-0.238338067311884,-0.050567728318329896,36.93406928624755,,,,0.4660474688895017,,2026-04-05 16:00:00,1775404800
,,79.64467201426142,-0.24711045069751947,-0.2400925439890111,-0.007017906708508381,48.97161856430433,,,,0.4727583639688232,,2026-04-05 17:00:00,1775408400
,,79.7001861934866,-0.20756013257991413,-0.2335860617071917,0.02602592912727758,50.13635929904046,,,,0.46970419511390776,,2026-04-05 18:00:00,1775412000
