timestamp,pair,action,amount_usd_scaled,amount_usd,entry_price,exit_price,trade_pnl_usd,equity_usd,cum_return_pct,running_peak,drawdown_pct
2026-04-09 13:35:18+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,100112.71817468967,0.11271817468967438,100112.71817468967,0.0
2026-04-09 13:35:18+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,100225.43634937934,0.22543634937932655,100225.43634937934,0.0
2026-04-09 13:35:18+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,100338.154524069,0.33815452406900093,100338.154524069,0.0
2026-04-09 13:55:41+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,100450.87269875867,0.4508726987586753,100450.87269875867,0.0
2026-04-09 14:09:27+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,103381.54524069003,3.3815452406900315,103381.54524069003,0.0
2026-04-09 14:09:27+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,103268.82706600036,3.268827066000357,103381.54524069003,-0.10903123417941307
2026-04-09 14:09:27+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,103156.1088913107,3.156108891310705,103381.54524069003,-0.21806246835881504
2026-04-09 14:09:27+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,103043.39071662103,3.0433907166210306,103381.54524069003,-0.3270937025382281
2026-04-09 14:09:27+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,102930.67254193136,2.930672541931356,103381.54524069003,-0.4361249367176301
2026-04-09 14:09:27+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,102817.95436724169,2.817954367241682,103381.54524069003,-0.5451561708970432
2026-04-09 14:09:27+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,102705.23619255202,2.7052361925520296,103381.54524069003,-0.6541874050764451
2026-04-09 14:09:27+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,102592.51801786236,2.5925180178623553,103381.54524069003,-0.7632186392558582
2026-04-09 14:09:27+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,102479.79984317269,2.479799843172681,103381.54524069003,-0.8722498734352713
2026-04-09 14:09:27+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,102367.08166848302,2.3670816684830287,103381.54524069003,-0.9812811076146732
2026-04-09 14:09:27+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,102141.64531910369,2.14164531910368,103381.54524069003,-1.1993435759734883
2026-04-09 14:09:27+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,102028.92714441402,2.0289271444140278,103381.54524069003,-1.3083748101529014
2026-04-09 14:09:27+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,102254.36349379335,2.2543634937933543,103381.54524069003,-1.0903123417940863
2026-04-09 14:09:27+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,101803.49079503468,1.803490795034679,103381.54524069003,-1.5264372785117164
2026-04-09 14:09:27+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,100563.59087344834,0.5635908734483275,103381.54524069003,-2.7257808544852047
2026-04-09 14:09:27+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,100676.309048138,0.6763090481380019,103381.54524069003,-2.6167496203058027
2026-04-09 14:09:27+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,101916.20896972435,1.9162089697243534,103381.54524069003,-1.4174060443323033
2026-04-09 14:09:27+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,100901.74539751734,0.9017453975173506,103381.54524069003,-2.3986871519469766
2026-04-09 14:09:27+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,101014.46357220701,1.0144635722070028,103381.54524069003,-2.2896559177675746
2026-04-09 14:09:27+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,101127.18174689668,1.1271817468966772,103381.54524069003,-2.1806246835881615
2026-04-09 14:09:27+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,100789.02722282767,0.7890272228276762,103381.54524069003,-2.5077183861263896
2026-04-09 14:09:27+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,101352.61809627601,1.3526180962760037,103381.54524069003,-1.9625622152293465
2026-04-09 14:09:27+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,101465.33627096568,1.465336270965678,103381.54524069003,-1.8535309810499445
2026-04-09 14:09:27+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,101578.05444565535,1.5780544456553525,103381.54524069003,-1.7444997468705314
2026-04-09 14:09:27+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,101690.77262034501,1.6907726203450046,103381.54524069003,-1.6354685126911295
2026-04-09 14:09:27+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,101239.89992158634,1.2398999215863515,103381.54524069003,-2.0715934494087596
2026-04-09 18:01:47+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,102028.92714441402,2.0289271444140278,103381.54524069003,-1.3083748101529014
2026-04-09 18:01:47+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,101239.89992158634,1.2398999215863515,103381.54524069003,-2.0715934494087596
2026-04-09 18:01:47+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,101352.61809627601,1.3526180962760037,103381.54524069003,-1.9625622152293465
2026-04-09 18:01:47+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,101465.33627096568,1.465336270965678,103381.54524069003,-1.8535309810499445
2026-04-09 18:01:47+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,101578.05444565535,1.5780544456553525,103381.54524069003,-1.7444997468705314
2026-04-09 18:01:47+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,101690.77262034501,1.6907726203450046,103381.54524069003,-1.6354685126911295
2026-04-09 18:01:47+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,101803.49079503468,1.803490795034679,103381.54524069003,-1.5264372785117164
2026-04-09 18:01:47+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,101916.20896972435,1.9162089697243534,103381.54524069003,-1.4174060443323033
2026-04-09 18:01:47+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,102141.64531910369,2.14164531910368,103381.54524069003,-1.1993435759734883
2026-04-09 18:01:47+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,103156.1088913107,3.156108891310705,103381.54524069003,-0.21806246835881504
2026-04-09 18:01:47+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,102367.08166848302,2.3670816684830287,103381.54524069003,-0.9812811076146732
2026-04-09 18:01:47+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,102479.79984317269,2.479799843172681,103381.54524069003,-0.8722498734352713
2026-04-09 18:01:47+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,102592.51801786236,2.5925180178623553,103381.54524069003,-0.7632186392558582
2026-04-09 18:01:47+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,102705.23619255202,2.7052361925520296,103381.54524069003,-0.6541874050764451
2026-04-09 18:01:47+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,102817.95436724169,2.817954367241682,103381.54524069003,-0.5451561708970432
2026-04-09 18:01:47+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,102930.67254193136,2.930672541931356,103381.54524069003,-0.4361249367176301
2026-04-09 18:01:47+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,103043.39071662103,3.0433907166210306,103381.54524069003,-0.3270937025382281
2026-04-09 18:01:47+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,103268.82706600036,3.268827066000357,103381.54524069003,-0.10903123417941307
2026-04-09 18:01:47+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,102254.36349379335,2.2543634937933543,103381.54524069003,-1.0903123417940863
2026-04-10 03:01:38+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,100676.309048138,0.6763090481380019,103381.54524069003,-2.6167496203058027
2026-04-10 03:01:38+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,100789.02722282767,0.7890272228276762,103381.54524069003,-2.5077183861263896
2026-04-10 03:01:38+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,100901.74539751734,0.9017453975173506,103381.54524069003,-2.3986871519469766
2026-04-10 03:01:38+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,101127.18174689668,1.1271817468966772,103381.54524069003,-2.1806246835881615
2026-04-10 03:01:38+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,101014.46357220701,1.0144635722070028,103381.54524069003,-2.2896559177675746
2026-04-10 20:33:43+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,99436.40912655166,-0.5635908734483386,103381.54524069003,-3.816093196279291
2026-04-10 20:33:43+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,98534.66372903432,-1.465336270965678,103381.54524069003,-4.688343069714551
2026-04-10 20:33:43+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,98647.38190372399,-1.3526180962760148,103381.54524069003,-4.579311835535149
2026-04-10 20:33:43+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,98760.10007841366,-1.2398999215863404,103381.54524069003,-4.470280601355736
2026-04-10 20:33:43+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,98872.81825310332,-1.1271817468966772,103381.54524069003,-4.361249367176335
2026-04-10 20:33:43+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,99098.25460248266,-0.9017453975173395,103381.54524069003,-4.143186898817519
2026-04-10 20:33:43+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,99210.97277717233,-0.7890272228276762,103381.54524069003,-4.0341556646381065
2026-04-10 20:33:43+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,99323.690951862,-0.6763090481380019,103381.54524069003,-3.925124430458693
2026-04-10 20:33:43+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,99549.12730124133,-0.4508726987586753,103381.54524069003,-3.707061962099878
2026-04-10 20:33:43+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,98985.53642779299,-1.0144635722070139,103381.54524069003,-4.252218132996921
2026-04-10 20:33:43+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,99774.56365062066,-0.22543634937933765,103381.54524069003,-3.488999493741063
2026-04-10 20:33:43+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,100450.87269875867,0.4508726987586753,103381.54524069003,-2.8348120886646178
2026-04-10 20:33:43+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,100338.154524069,0.33815452406900093,103381.54524069003,-2.9438433228440197
2026-04-10 20:33:43+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,100225.43634937934,0.22543634937932655,103381.54524069003,-3.052874557023433
2026-04-10 20:33:43+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,100563.59087344834,0.5635908734483275,103381.54524069003,-2.7257808544852047
2026-04-10 20:33:43+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,100112.71817468967,0.11271817468967438,103381.54524069003,-3.1619057912028348
2026-04-10 20:33:43+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,100000.0,0.0,103381.54524069003,-3.270937025382248
